,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
507,0.58215505,-0.23766316,-0.10461988,0.3497874,0.73477656,-0.49656183,-0.6907724,-0.09018843,-0.17025134,-0.35542366,0.21478641,-0.5667855,0.37048507,-0.11511243,-0.05796358,0.21535388,-0.5069647,-0.48410106,-0.13053302,0.74176604,0.2237019,0.082400516,-0.20634761,-0.93444604,-0.6566429,0.3011784,-0.19966406,0.0022707118,0.017102508,-0.018032951,0.25881732,0.08115778,0.085904695,-0.23894045,-0.1967821,0.58247185,-0.1431239,-0.3606501,-0.7407288,-0.08784239,0.5290808,-0.37030694,-0.13944526,-0.17753398,0.12031307,-0.4046411,-0.41471794,0.20486623,-0.056085557,-0.2272076,0.022425747,-0.1029474,-0.31650156,0.5251665,-0.31651902,-0.49958098,-0.08958149,-0.13672532,-0.18874632,-0.21578054,-0.14780247,0.16666865,-0.12001812,-0.33656394
509,-0.26768374,-0.16135406,0.6678105,-0.2643897,0.55762887,-0.5822222,0.28676206,0.1850645,-0.10531077,-0.50917447,0.55008245,-0.26235938,-0.27909872,0.011105671,-0.4693239,0.192927,-0.33847874,0.06162995,-0.026709506,-0.013690708,0.010305241,0.12698215,0.04542628,-0.18027939,-0.117574394,-0.6096603,-0.60209644,0.036139086,-0.0058425367,-0.44612658,-0.20695585,-0.08320612,0.21921647,-0.45279935,-0.61492544,0.44688192,0.111504994,-0.3613102,0.08063249,0.36476597,0.3082711,-0.14424635,0.13734296,0.0032186145,0.45117775,-0.31904963,-0.40948632,-0.35783836,-0.5177611,0.028190678,0.080037884,0.36919633,0.59476423,0.79824907,0.013735213,-0.12038443,-0.06773928,0.00378768,0.16457728,-0.27136427,0.060593452,-0.52979714,0.24335955,-0.25931135
516,-0.11720439,-0.56803334,0.2319083,0.10080242,-0.2549233,-0.70786923,0.32124224,0.32186213,-0.19025229,-0.32851505,0.68017024,-0.63645756,0.36189365,0.11255012,-0.061348252,0.17719911,-0.22607988,-0.030045195,-0.13928486,0.53226006,-0.34416917,0.19236803,0.1460277,0.30153877,-0.24344909,0.3498013,-0.7845397,0.26935726,-0.6956713,-0.059650406,-0.38218597,0.23344138,-0.089029394,-0.21001874,-0.547281,-0.14551273,0.15638034,0.060296196,0.24236785,0.5746977,0.049884662,-0.13697894,-0.19318849,0.052733332,0.36916012,0.062816575,-0.424479,-0.12554017,-0.5760133,0.11091313,0.1509943,0.15950768,-0.12808104,0.0041939607,-0.057585143,-0.10022754,0.40380636,-0.5859107,0.31303698,-0.068072,0.008384989,-0.023043077,-0.64146876,-0.022629973
517,0.31027502,-0.22565979,0.6767533,-0.12579036,-0.3466025,0.20242065,0.23908761,0.6984787,-0.115394115,-0.15441713,0.29252198,-0.10983093,-0.31948435,0.07165101,0.11238704,0.13078292,-0.29354256,0.09156902,0.0433586,0.13929652,0.5949524,0.23203127,0.035447787,0.018875474,-0.27753165,0.6038732,-0.5297824,0.4667038,0.059915725,-0.4817211,-0.1944186,0.068748474,-0.10926864,0.023309452,-0.110623024,0.24895045,-0.0594264,0.2360787,-0.25709707,0.09716855,0.12063237,0.3157746,-0.018843675,0.50220776,0.48613277,-0.2575482,0.43328094,0.21641321,-0.15798219,0.29644352,-0.24596824,0.6842583,-0.18744679,0.37132853,0.32284334,-0.13781957,0.019964948,-0.21418002,0.24343097,-0.31182078,0.19831589,-0.14707862,0.11318253,-0.0451214
520,0.07289891,-0.107834615,0.6249307,0.16629042,-0.030016785,0.24571152,0.5150454,-0.30853686,-0.4140351,-0.25015658,0.2546364,0.04732193,-0.29941615,-0.0921255,0.4094163,0.4210913,-0.014363327,0.17673755,0.2797731,0.4077308,0.8522583,0.40785077,-0.16777094,0.24547726,-0.16683598,-0.38394296,-0.07925181,0.3244053,0.26571858,0.29811874,-0.09790708,0.30101445,-0.29680046,-0.22259703,-0.27581623,0.47001898,0.091717,-0.073828086,0.075691245,0.3756712,0.18569927,0.104388386,-0.27500835,-0.4256265,0.21480712,-0.3196183,-0.3179297,0.27177727,-0.23444669,0.28898242,0.7510023,0.008152332,-0.23818822,0.32781777,-0.26332778,0.24022268,-0.20422098,-0.13610838,-0.16838996,0.3358896,0.25292665,-0.037280716,0.52189046,0.32275024
521,-0.05305985,0.35429427,-0.19684967,0.7355175,-0.13301177,-0.07291868,0.9100955,0.08217158,0.026514433,-0.34994438,-0.18131812,-0.7046293,-0.16462438,-0.54214895,-0.41720617,0.28377074,-0.23945989,-0.41517594,-0.06299602,0.18071803,0.630237,0.36044464,0.13572088,-0.08136575,-0.4807435,0.72714674,-0.10964837,0.0013768331,-0.34830984,-0.059955213,0.599696,-0.06752616,0.15293549,0.22983927,0.06705343,-0.15829115,0.025575122,-0.07630761,1.0006301,-0.080678195,-0.17123297,-0.20221116,-0.45465654,0.59050745,0.01917088,0.43031257,-0.048331037,-0.15619667,-0.09645911,0.36434576,0.33436745,-0.3663432,0.24739257,0.011441312,0.58266425,0.12976506,0.6058204,-0.52646476,-0.18715431,-0.01667065,-0.04727081,-0.35405967,-0.38150996,0.036937613
522,0.16043723,0.254988,0.5164251,0.2154885,0.1255942,-0.26717615,-0.40887737,0.39019746,-0.5243337,-0.17315257,0.2679075,-0.3781359,-0.6518707,-0.5197272,0.28297517,-0.050164677,0.2666037,-0.08787889,0.31615573,0.5016985,-0.0029440736,0.8518272,0.08287214,-0.4121805,0.12809911,-0.0027281435,0.1706646,-0.0028681844,0.1369315,0.26904202,0.4069348,0.478865,-0.2197121,-0.3736137,0.31562608,-0.039413355,-0.18105662,-0.12489751,0.10449068,-0.21338975,0.46190244,-0.027721522,-0.32191557,0.52868736,0.36263442,0.094887406,0.118720755,0.35640436,-0.19544376,0.33391878,-0.06741944,0.21893427,-0.17034893,-0.040305275,0.44490635,0.25991517,0.15770037,-0.5330315,-0.20603117,0.09243463,-0.21786124,-0.068579726,-0.28352028,0.037720002
526,0.40266365,0.26684827,0.29828113,0.82402015,0.36989927,0.03737161,-0.26519147,0.124167845,-0.26308775,0.09889959,0.00408409,0.15831514,-0.3674626,0.0898707,-0.4041117,0.5255377,-0.11707996,-0.30468976,0.17774953,-0.10089468,0.6236595,0.14183176,0.6469237,-0.033150967,0.40701705,0.5842898,0.2313092,-0.5212193,-0.30989817,-0.20488168,0.08787734,0.060724474,0.07675048,0.12508208,0.03962911,0.04001556,0.5181209,0.555194,0.13856061,-0.28803948,-0.13229325,0.31218597,-0.26259428,0.23239653,0.8209206,-0.03924874,-0.079339,0.11233559,-0.14073186,0.027182905,0.3476008,-0.4250733,0.4676881,0.09035161,0.12002741,-0.038097396,0.38670802,-0.74461573,-0.02571888,0.044685073,0.0885924,-0.0215074,0.0041299625,-0.28153875
527,-0.14272285,0.048399277,0.73212796,0.34083843,0.09066431,-0.0654275,-0.031472117,-0.003612076,0.121346645,-0.074341476,-0.096107855,-0.29073656,0.47412452,0.014565112,-0.13291161,0.16320464,-0.3320459,0.32420886,-0.4858174,0.5054436,0.31471553,0.11597396,0.05414501,-0.56107926,-0.09252782,0.29022235,-0.16656958,0.19724448,0.0116039915,-0.1186642,-0.13485543,-0.029535536,0.07885264,0.033879194,-0.09040539,0.36617982,0.28922042,0.3582547,0.02587679,0.46413526,0.35131383,0.33220613,-0.16739082,-0.0801093,0.48422801,-0.1786246,-0.035204325,-0.07918528,0.28375754,-0.081438765,0.08919149,0.040584356,-0.058262363,0.3870047,0.138734,-0.17564932,-0.037306536,-0.45781115,0.36311468,0.36499858,0.20879845,-0.61122954,0.69879395,0.104083784
530,0.51013064,-0.16158488,0.61107856,-0.1824983,-0.3535471,0.08621633,-0.058058664,0.13215116,0.31645286,-0.28491044,0.089558534,-0.100017846,-0.8721925,-0.09821461,-0.082999334,-0.0062082047,-0.66887414,-0.5519316,-0.19380476,0.64868116,-0.13325076,0.446904,0.24585171,0.13989057,-0.58440197,0.2257568,-0.12238007,0.3419224,0.19284043,-0.12395182,-0.24066906,-0.02701058,-0.28869417,-0.34585318,-0.046593275,0.17224796,0.15288183,0.36114678,0.15981513,-0.039138485,0.29666448,0.26214814,-0.08440099,0.18631232,0.22503985,-0.12990037,0.04731188,-0.37750876,-0.111746766,0.06363664,-0.17198491,0.082004815,-0.06054393,0.33879396,0.064480565,-0.23151997,0.14769606,0.0918484,-0.17060246,-0.2513511,0.13605742,-0.21427912,0.15566151,0.6530598
531,0.3828326,0.16324987,-0.18019284,0.5989758,0.2506412,-0.40291926,-0.19034247,0.37197465,-0.18217449,0.109802194,0.39350536,-0.5291681,0.72275275,0.16471827,-0.21764658,0.12854332,-0.6240616,-0.33341026,-0.15437281,0.2973497,0.23525354,0.21182738,0.11876754,-1.0408168,-0.5464589,0.3216551,-0.6087662,0.24445264,0.3194819,-0.0225175,0.38965943,-0.50453067,0.27403623,-0.36452514,-0.22853312,0.039489392,0.0403558,-0.297382,0.0077705286,0.16680503,0.37191468,-0.28273702,-0.1266547,-0.07731416,0.23392674,-0.3539549,0.07763622,-0.2648592,-0.21136747,0.27504426,-0.38775736,-0.355804,-0.38454962,0.58197266,-0.2952595,-0.04137816,-0.3440796,-0.06599331,-0.21078275,-0.19775833,-0.3735106,-0.08353381,0.16525762,0.26194635
534,0.39958125,-0.07566927,0.0265428,-0.120906726,0.09171906,-0.7770273,-0.2400315,0.19668214,-0.40203375,-0.41031522,0.6916857,0.084121294,-0.6761876,0.19387391,0.22565764,0.25441334,-0.1985599,-0.5600063,0.09686992,0.94010425,-0.13315234,0.4997421,0.2407371,-0.08879247,0.18690862,0.18654877,-0.07826932,-0.11201302,-0.319122,0.34222573,-0.5791865,0.113856114,0.026731415,-0.16420294,-0.55144346,-0.13286537,-0.006242372,-0.6121365,0.47017613,0.58931535,-0.37799844,0.09420728,0.0013698112,0.2738717,0.4186493,0.4291674,-0.034346126,0.030535432,-0.15274209,-0.012329836,-0.018481946,0.45175305,0.045566842,-0.5617522,0.14479747,-0.3820506,0.17643517,-0.24285974,-0.53696495,-0.01649705,0.12261306,-0.14189625,0.032857135,0.10856704
539,0.11023883,-0.19321492,0.39542106,0.0029489712,0.2503603,0.40483084,0.25395188,0.06470513,-0.43490246,-0.366258,0.28440166,0.010980639,0.14695261,-0.07436889,-0.8052261,-0.011486238,-0.53826505,-0.023802824,0.021080412,0.38517895,0.5489736,0.24570553,0.26602527,-0.68774986,-0.076566875,0.43370333,-0.20109876,-0.0073953145,0.22118656,0.194949,0.32756087,-0.33369455,-0.07901154,-0.16768265,-0.7243075,-0.090989,0.13387388,0.015878264,-0.13949558,-0.37747613,0.14907467,0.065632485,0.23696983,0.08935131,-0.029510723,-0.43793458,-0.08175694,-0.0049764942,-0.15298177,-0.33615866,-0.109443426,-0.24556932,-0.31280264,0.3762902,0.15393184,-0.4424028,0.38392043,-0.3952191,0.17779705,0.5252648,1.0654813,-0.23032475,0.27825928,0.5616412
542,-0.02238886,-0.24341333,0.5467093,0.09599952,0.36824375,0.5661029,-0.07833076,-0.19310589,-0.26414165,-0.22645742,0.34540993,-0.49773172,-0.14391892,-0.22268106,-0.39679018,0.58736616,-0.7308705,-0.247073,0.00031455496,0.29528302,0.18019429,0.51850164,0.40353742,-0.5086403,-0.28470197,0.06183722,-0.108459584,0.18013893,0.39867955,-0.22178906,0.5026266,0.09355273,0.21419351,-0.29113388,-0.32556075,0.1900495,-0.13107385,0.30179295,-0.23231232,-0.21979369,-0.17900889,-0.1563194,0.527493,0.06200209,-0.020512082,-0.41550267,-0.33220953,-0.282029,-0.0033120033,-0.17385581,0.07160429,-0.11300629,0.40032306,0.29288802,0.2534938,-0.05638464,0.35008436,-0.1659448,-0.41271132,0.14271249,-0.46039823,-0.82325053,0.21338317,0.32104632
545,0.27778038,0.030338608,-0.1861306,0.43786356,-0.030408148,0.44817993,-0.49655497,-0.23862928,-0.5403244,-0.0747348,0.75157684,-0.30556986,0.33714887,-0.34525636,0.26101786,0.13979477,-0.20398699,0.0018998603,-0.57619727,0.07730207,0.57169634,0.21293373,-0.13091338,-0.6736775,-0.30505854,1.036396,-0.14761779,0.14777316,-0.26489377,0.2758337,0.2112421,0.22113785,0.040163603,-0.19951762,-0.70533586,-0.13489616,-0.13788135,-0.2184244,-0.2308608,0.09800616,0.47500226,-0.024823446,-0.49119762,-0.19939442,0.48834082,-0.5961238,-0.53111935,-0.55284107,-0.53876096,-0.012649935,0.10743144,0.28696617,-0.27917498,0.5779361,-0.3460014,-0.52895945,-0.21837026,0.0019950992,0.06926418,-0.71649283,-0.10576499,-0.21424335,0.19670233,-0.49941188
546,0.42833793,0.14919245,0.036167815,-0.4780599,0.13715616,-0.30633813,-0.08972011,0.036783,-0.78684,0.30859956,0.031126017,-0.36105114,-0.2755168,-0.28052664,-0.056837786,0.20109399,-0.34636724,0.08907396,-0.009734118,0.43695632,1.092377,-0.32224318,0.027784849,0.24765769,0.34502602,0.55401033,0.11207947,-0.47293898,0.20217392,-0.3556625,-0.34105158,0.418778,0.4439669,0.32833052,-0.39536995,0.3371739,0.4112331,-0.012943115,0.27540404,0.0048639555,0.06906447,0.73457026,-0.25237268,0.18054658,0.7209059,-0.15261032,-0.24963413,0.25153643,0.07428385,0.21597691,0.2988463,-0.23647612,0.47441775,0.054248154,-0.045036912,-0.50021124,0.39091116,-0.121165544,-0.01657042,0.06782334,-0.3425683,0.06527118,0.07990238,-0.06647484
550,-0.063869804,0.36963552,0.52797055,0.13783902,-0.4165148,-0.29393342,0.22434568,-0.08516031,-0.1687012,-0.16710159,-0.16387922,-0.19406398,-0.28972703,-0.33286697,-0.104921125,0.05119984,0.06915414,0.085353956,0.26083586,0.5527066,0.40841836,0.22903587,0.50287426,-0.16345975,-0.092364386,0.623453,-0.13756871,0.21489073,-0.17506064,0.15811382,-0.08738197,0.037273742,-0.056517765,-0.024461182,0.016490871,0.14241539,-0.30927566,0.16297649,0.06004018,0.082672,0.016212683,0.3320939,-0.4877849,0.37330905,0.43322456,0.16237466,-0.39065695,0.20738573,-0.019309891,0.31785044,0.1978579,0.12806398,0.18476193,0.1408314,0.3607601,0.06771014,-0.2767455,-0.272307,-0.21118283,0.07791075,-0.013094447,-0.1920694,0.15518868,0.011924707
551,0.019836824,0.15378714,0.35099646,0.053409822,0.30496594,-0.19248919,-0.27382553,0.10769856,-0.1760417,0.13151635,-0.036260683,-0.07278054,-0.67994916,-0.7264812,-0.15632057,-0.12463642,0.2638579,0.15837426,0.3175318,0.4728853,0.36792618,0.25774872,-0.069590576,-0.07474025,-0.24646245,0.58433443,-0.24099605,-0.039704584,-0.057108335,0.5716365,0.31629577,-0.4128165,-0.21020383,0.0055528637,0.26952416,0.25172585,-0.47592002,-0.060004186,0.17086983,0.21079697,0.33919522,-0.029383149,-0.4539901,0.24287315,0.77666706,-0.040689956,-0.19283773,0.33627263,-0.042008463,0.6331072,0.12925085,-0.08015828,0.067787394,-0.25698876,-0.08267831,0.038814437,0.32043475,-0.60130477,0.069385245,-0.15273792,0.08353726,0.04902305,0.15175338,-0.22178441
552,0.3316677,0.07122174,0.3183258,-0.11440417,-0.14372437,-0.6318526,0.09634656,-0.101278916,0.2115225,0.68017966,-0.28121343,-0.80454916,0.14071442,-0.6719898,-0.4870351,-0.24733049,-0.69256383,-0.61620873,-0.23123483,0.673968,0.58263785,0.002361017,0.58535004,0.11824566,0.096715175,0.31967136,-0.40700155,0.083098024,0.61151296,-0.11059297,-0.30658466,0.38763687,0.090162285,-0.4880383,0.5140242,0.30597368,-0.50396794,-0.17046428,0.36673844,0.06399582,-0.23528835,0.14313908,-0.6626222,-0.21113117,0.31919613,-0.3432101,0.38104632,-0.2261211,-0.045262534,-0.19710524,0.36503386,-0.14706182,-0.10266307,-0.029801337,0.3725377,-0.024883457,0.3174419,-0.23139249,-0.20291124,-0.44883078,-0.0026632794,0.31625217,0.28291932,0.053578943
557,0.9548164,-0.06853082,0.30129597,5.4482807e-05,0.3547829,0.2810702,0.12286856,-0.23562063,0.22939609,-0.2666711,-0.0126093235,-0.31593746,0.38539785,-0.07010794,-0.1770665,0.41919336,-0.53309876,-0.9386764,0.17015165,0.26795778,0.21710303,0.2922092,-0.12442957,-0.49714658,-0.4436813,0.87699306,-0.020232415,-0.044934113,0.10027805,0.05209315,-0.15565456,-0.3978427,0.16573934,-0.24110766,-0.16416301,0.30670056,-0.28714818,-0.540367,-0.4417656,0.17485067,0.35879248,0.37344325,0.008260924,0.11131275,0.4167812,-0.13268076,0.02295643,0.31945267,-0.046288375,-0.14401019,0.42577758,-0.23486787,0.52463984,0.22649252,-0.05181019,-0.02448374,-0.68788224,-0.14568783,0.09882205,0.30842388,0.25861162,-0.2144642,0.14784136,0.044422384
562,-0.23038328,0.3864929,0.37518108,-0.05303928,-0.2240337,-0.43243745,-0.5664404,-0.017323518,-0.41341287,-0.49930254,0.28913727,-0.19458443,-0.841308,-0.25697154,-0.17312647,0.2092674,-0.18821499,-0.23357783,-0.16389121,0.49727198,0.09912706,-0.06935833,0.6254553,-0.32903963,0.24569939,0.3493477,-0.2391526,0.3423725,0.009177744,0.1978065,-0.364729,-0.16485733,-0.23187286,0.06147512,-0.11151066,-0.1861981,-0.057552688,-0.08219732,-0.052622534,0.29822505,0.05111842,-0.29844272,0.011318795,0.36712644,0.5378059,0.34270474,-0.2375787,-0.013881183,-0.02097501,0.086516395,0.640441,0.3992164,-0.0019587937,-0.03400739,0.3028951,0.15104395,-0.196638,-0.31743264,-0.16732116,-0.095806964,-0.07407001,-0.6487655,0.22329901,-0.37720773
560,0.3965368,0.050107867,0.23930785,0.4041037,-0.12412297,-0.59587234,-0.5212824,0.10905469,-0.22042835,0.18917356,0.31562778,-0.58805525,-0.07902264,-0.4668575,-0.58995384,0.13447116,-0.37521803,-0.30666703,0.18596862,0.6610216,0.68705165,-0.37196803,0.38783166,-0.02881085,0.29561493,0.19939369,-0.22130196,0.058210958,0.36611453,0.57401866,-0.2057492,0.18734601,0.37745705,-0.3371179,0.48597598,-0.19149587,0.011187083,0.034757227,0.29693767,-0.6616999,0.0008167497,0.24980254,-0.17745912,-0.21459381,0.2861688,-0.4223576,0.2850488,0.10548987,0.20737615,-0.23682857,0.41607952,-0.15046696,0.13697585,-0.02122214,0.32523033,0.052930456,-0.094385214,-0.6106142,-0.15077412,-0.4378334,-0.28407875,-0.26999626,0.3599969,-0.07504948
571,0.54616004,-0.22426459,0.39144328,0.7939901,0.06792099,-0.39185983,-0.21123837,0.40545437,0.19907694,0.40191638,0.19761509,-0.29406664,0.010400939,0.08910225,0.19043621,0.5838448,-0.5760924,0.48029262,0.030804278,-0.12879542,0.1114537,0.6426924,-0.33640146,-0.47131756,-0.5115724,0.6197416,-0.2596061,-0.06662397,0.1480107,0.46853787,0.2711882,-0.0046275174,-0.09675565,-0.48875603,-0.062862866,0.17229131,0.05085815,0.48437634,0.23893674,0.023569565,0.4534186,0.21779263,0.31777555,-0.50526863,-0.0016972708,0.18128128,0.3657265,-0.062702194,-0.14040546,0.19910657,-0.53880036,0.6567793,0.4512736,0.1411664,0.5452287,-0.025709298,0.093649596,-0.771969,0.039691553,0.18937825,-0.1517009,-0.43095285,-0.074489005,0.39441267
577,-0.10337942,-0.51203775,0.11930818,0.3329791,-0.273421,-0.53604126,-0.5881445,-0.33173838,0.22170319,-0.48476598,-0.38267654,-0.16172859,0.31043932,-0.40678123,-0.23745577,-0.1248923,-0.89007837,-0.2926642,-0.008494176,0.23536244,0.58272403,0.2462391,0.34539264,0.05239103,0.41955778,0.055718064,-0.22565253,-0.16793612,0.22005048,-0.5652367,-0.6107141,0.08344517,-0.026694195,-0.52923954,-0.21872784,-0.0019105796,-0.5991748,0.032011814,0.38954628,0.41160816,0.21532749,0.3267699,-0.4238418,-0.07007959,-0.09544849,-0.5722518,0.17714955,-0.36080423,-0.25450838,0.10425327,0.14879283,0.1220066,0.06661288,0.12463398,0.297909,0.12435221,-0.050566163,-0.6833483,0.2262245,-0.11680622,0.15995292,0.051271874,0.39260623,0.41688505
579,0.059831716,0.15110332,0.4166614,-0.043682892,0.5561878,-0.1996917,-0.0020721646,0.4310654,-0.07831144,-0.26824892,0.4683547,-0.18485196,0.08648882,0.26581052,-0.08643381,-0.287618,-0.8595067,0.3883215,-0.2983075,0.48447606,0.5754134,0.42635363,-0.08570178,0.01168757,-0.10669882,-0.0035736705,-0.4420084,0.00961268,0.28595087,-0.16147116,0.45099783,-0.48102006,-0.29879004,-0.04930395,-0.04974695,-0.19484821,0.15894854,0.34539956,0.4662884,0.31636545,0.5829417,0.76080614,-0.6608521,-0.06449961,-0.48947716,0.14416553,-0.36593017,0.52083045,-0.4182478,-0.49982208,0.7214391,0.36712158,-0.25537428,0.5535461,-0.5083084,0.22630884,0.55897045,-0.048883945,0.07689282,-0.04530018,0.18411154,0.052899566,-0.029869484,0.38377422
581,0.6647138,-0.2692576,0.121928126,0.26148787,-0.087759405,0.20296708,-0.0029895927,-0.09451948,0.4229918,-0.36151993,0.73815525,-0.18777062,-0.14846176,-0.18934295,0.55708134,-0.03613346,-0.2934818,0.031940423,0.16658472,0.07825713,-0.03561698,0.6659865,0.19272645,0.32166055,-0.36330953,0.43555278,-0.13288862,0.61127245,0.030650869,-0.0507607,-0.5610949,0.073161624,0.0065789274,0.03514356,-0.7879915,0.12939891,0.04802896,0.16143726,-0.28511313,-0.17228724,0.1054254,0.64520526,-0.59542596,-0.10209041,0.50712603,-0.18123929,0.15878391,0.096220575,0.83587456,0.3845809,-0.3107512,0.048960093,0.13099955,-0.0051972875,-0.49779934,0.37775305,-0.17645004,-0.8325883,0.089399725,-0.21666512,0.21632653,-0.35211167,-0.38147303,0.500617
583,0.1529409,-0.15896335,0.58338535,-0.0052152015,-0.18393794,0.511222,-0.12726663,0.24979402,-0.081109375,0.25237873,0.23712109,-0.09127579,-0.85866886,0.34398016,-0.015525036,0.026777554,-0.28053,-0.039179042,-0.017630046,0.0297013,0.4888252,0.20791088,-0.11860014,-0.19922213,-0.16540846,0.52366155,-0.11617989,0.17162117,0.18270524,-0.2618961,-0.16717203,0.49000126,-0.42482495,-0.18743283,-0.23049133,0.29839876,-0.46543118,0.30521348,0.086072676,0.5801871,0.24140029,0.36412212,-0.4768389,0.075705804,0.16977698,0.19978152,-0.057368807,0.10689458,-0.04707531,-0.060365334,-0.0786398,0.1310648,-0.049705107,0.28092325,-0.26282775,0.33727843,-0.21406609,-0.5623789,0.26018578,-0.2796442,0.54700226,-0.5672406,0.110767215,-0.10711005
584,0.49444878,0.11334068,-0.33570272,0.3318615,0.3177278,0.30492046,-0.5686959,-0.0143415695,-0.2503424,-0.08969963,0.90753007,-0.081073366,0.30114332,-0.31906003,0.25795704,0.29960945,-0.107332736,0.27541667,-0.5336927,0.52544343,0.5112587,0.44101703,-0.18750918,-0.13859269,-0.5621197,0.92931134,-0.34117043,0.28479984,0.21460949,-0.002489077,0.08119724,0.14837323,-0.34595945,-0.30878577,-0.4632867,-0.20979013,-0.47454357,-0.03945487,0.012016232,0.20620586,0.59411085,0.027622074,-0.2010844,-0.10813065,-0.05729556,-0.7278771,-0.05147428,-0.31557837,-0.38073033,-0.23568286,0.30353588,-0.39794996,-0.21774305,0.83526117,-0.48883903,-0.40716845,-0.094388284,0.061717544,0.13770966,-0.6554355,-0.4106422,-0.16579191,-0.26094773,-0.31494322
589,0.41586608,-0.11645812,0.34435037,0.45013648,0.53130025,-0.4942312,-0.08968612,-0.13902488,-0.0042577446,0.24038966,0.625474,-0.6416588,0.33196843,0.33829093,0.037327815,0.6587575,-0.73872435,-0.3589054,-0.041951098,0.56632435,0.26261294,-0.13851327,-0.19251248,-0.89998484,-0.27120745,0.5205408,-0.47801217,-0.48663864,0.22205861,-0.049255043,0.32652476,-0.20595995,0.5191558,0.12111555,-0.2184671,0.09206006,-0.91174746,-0.015137804,-0.68996704,-0.22619726,-0.08606987,0.28518143,0.19380935,0.26766643,0.009005385,0.10227409,0.0048435093,-0.023755867,-0.59979117,-0.22858578,-0.07243763,0.1114316,-0.29918006,0.24208352,-0.33973226,-0.09117397,-0.2614517,-0.29222405,-0.124692105,0.0645266,-0.18835352,-0.110204674,-0.25112346,0.058375467
591,0.45995972,-0.45434964,0.50551575,-0.057050064,-0.1535117,0.16131195,-0.018740077,0.33031505,-0.14167304,-0.21158876,0.42840135,0.25608796,-0.6370703,-0.12890998,-0.15933232,0.117900915,-0.055262808,0.46061867,0.49531636,0.22887686,0.6312781,-0.22873887,0.009111913,0.111174636,-0.20979077,0.21142341,-0.18761076,0.14839375,-0.06453057,-0.5133073,-0.27745405,0.9081899,0.47074008,0.13152176,-0.4227725,0.1330538,-0.07558786,-0.3767098,-0.3053522,-0.3435985,0.18515183,-0.11711134,-0.36465743,0.28904933,0.5191869,-0.2081301,-0.39556578,-0.02187532,0.22433668,-0.015061619,-0.5696934,0.74141586,-0.37994525,0.54832274,-0.06326872,0.072374165,0.3187288,-0.45921293,0.2549346,-0.009499313,-0.052185077,-0.6381729,0.017191889,0.43309274
592,0.40859243,-0.20799792,0.30458403,0.0027164866,0.0549248,-0.020669643,-0.06942474,-0.21937579,-0.021080833,-0.35245955,0.43821666,-0.2333191,-0.14710471,0.13337009,0.08299375,-0.14210919,-0.3629741,-0.3580524,0.26793718,0.43895072,0.17884709,-0.011895657,-0.34604263,-0.4505474,-0.5331572,0.5229234,-0.29106972,0.56771487,0.5839127,-0.3010456,-0.13980523,-0.7019264,0.079332575,0.03193976,-0.41602114,0.023668403,-0.19723566,0.040762767,-0.4293795,0.17102858,0.30970523,-0.6935629,-0.028805772,-0.05922673,-0.066900685,0.21737541,-0.029512046,-0.28357738,0.1526589,0.07143291,0.21435231,-0.44197938,-0.24124363,0.5057528,0.17736413,0.15288167,0.004621534,-0.7069731,-0.26863816,0.42862532,-0.6973117,0.18327837,0.10942774,0.40419182
593,0.09616148,0.3175728,-0.11818676,-0.21989258,0.052089278,-0.54221886,-0.3097039,-0.108671084,-0.58592886,-0.013681194,-0.00499472,-0.59221464,-0.5551526,-0.51678234,-0.113262534,0.43262428,-0.2820782,0.36124846,0.27337995,0.7149924,1.1008354,-0.23047556,0.086718306,-0.10302787,0.23032573,0.32363895,-0.16461262,0.022630107,0.034083217,-0.3413083,0.0736529,-0.06495919,0.3699436,0.13553832,-0.37049934,-0.3156053,0.08458211,0.2433686,0.031519007,-0.2858487,0.42294586,0.5522239,-0.010626015,0.060846396,0.041920908,-0.31272963,-0.09425471,0.20662613,-0.050096698,0.31268057,0.52902365,-0.14680654,0.34899393,-0.3088561,-0.11561085,-0.45553672,0.28972977,-0.49791512,-0.13108146,-0.48465645,-0.3142927,-0.036849536,0.19940697,-0.406691
595,0.32202077,-0.9998426,0.50162417,-0.02109097,0.12094955,-0.7286832,-0.095601656,-0.3064402,-0.35082474,-0.15621786,0.5540431,-0.06661679,0.0893397,-0.29393205,0.21622947,0.112323165,-0.097951986,-0.022726042,0.011602168,0.40654862,0.14539662,-0.08303833,0.11958229,-0.039498985,0.07403978,0.43136695,-0.83352274,0.546299,-0.31963298,-0.44786638,-0.47084063,0.28803122,-0.36733896,0.019954136,-0.4745571,0.22277097,-0.26917797,0.4690459,-0.2438765,0.030600922,0.41897488,0.09832128,-0.26642412,-0.02668298,0.4856419,-0.23444718,-0.10099266,-0.5438305,-0.15834127,0.71874523,-0.020603774,-0.10670757,-0.37230074,-0.17194898,0.061926592,0.4344255,0.3068608,0.11884759,-0.07298362,-0.37256467,0.52405155,0.16923487,-0.29371792,0.24782585
